"","vector_index","month_detected_july","st_grp","year_index","month_f","human_equine","indexP_lag1","pred","pred_lwr","pred_upr","year_grp"
"68",0.3091,0,"CT",17,"May-Jul",NA,-0.76845960379585,0.410222337982643,0.0578399679809538,2.9094477824635,"2019"
"69",0.3134,0,"CT",17,"May-Jul",NA,-0.76845960379585,0.44115229453375,0.0608714154278934,3.19715494710204,"2019"
"70",0.3177,0,"CT",17,"May-Jul",NA,-0.76845960379585,0.474414308907349,0.0640448704042421,3.5142383000455,"2019"
"71",0.322,0,"CT",17,"May-Jul",NA,-0.76845960379585,0.510184213671406,0.0673665960778099,3.86375365587527,"2019"
"72",0.021,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0375988190785597,0.00994476995244122,0.142152227036206,"2019"
"73",0.0253,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.04043369600455,0.0106746195520833,0.153156163047449,"2019"
"74",0.0296,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0434823170688528,0.0114495256906377,0.165134517250989,"2019"
"75",0.0339,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0467607981586319,0.0122716200833329,0.178181220538442,"2019"
"76",0.0382,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0502864702672112,0.0131431064092434,0.192399651436793,"2019"
"77",0.0425,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.054077971110686,0.0140662638156351,0.207903605234361,"2019"
"78",0.0468,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0581553436522474,0.0150434507879778,0.224818364016174,"2019"
"79",0.0511,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0625401420550463,0.0160771093836242,0.243281878286486,"2019"
"80",0.0554,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0672555456236948,0.017169769823848,0.263446071994409,"2019"
"81",0.0597,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0723264813367322,0.0183240554362627,0.285478284037521,"2019"
"82",0.064,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0777797556177984,0.0195426879376646,0.30956286071093,"2019"
"83",0.0683,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0836441960420935,0.0208284930460789,0.335902915110091,"2019"
"84",0.0726,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0899508037272257,0.0221844064102272,0.364722271200541,"2019"
"85",0.0769,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.0967329172140295,0.0236134798447415,0.396267612154592,"2019"
"86",0.0812,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.104026388703674,0.0251188878601581,0.43081085464346,"2019"
"87",0.0855,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.111869773582704,0.026703934477956,0.468651773085212,"2019"
"88",0.0898,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.120304534237892,0.0283720603225745,0.510120900408505,"2019"
"89",0.0941,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.129375259238335,0.030126849984349,0.555582734726056,"2019"
"90",0.0984,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.139129899043442,0.0319720396495627,0.605439284450007,"2019"
"91",0.1027,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.149620019482851,0.0339115249962186,0.660133987856486,"2019"
"92",0.107,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.160901074348216,0.0359493693566346,0.7201560469553,"2019"
"93",0.1113,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.173032698537894,0.0380898121504602,0.786045219783109,"2019"
"94",0.1156,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.186079023304159,0.0403372775941704,0.858397119959177,"2019"
"95",0.1199,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.200109015269427,0.042696383695455,0.93786907757161,"2019"
"96",0.1242,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.215196841003652,0.0451719515431585,1.02518662125336,"2019"
"97",0.1285,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.231422259090124,0.0477690149055229,1.12115064772216,"2019"
"98",0.1328,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.24887104175227,0.0504928301514205,1.22664535216428,"2019"
"99",0.1371,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.267635428270277,0.0533488865110466,1.34264700071261,"2019"
"100",0.1414,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.287814612584435,0.0563429166941657,1.47023363498869,"2019"
"101",0.1457,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.309515267662821,0.0594809078854848,1.6105958083361,"2019"
"102",0.15,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.332852109405262,0.0627691131380814,1.76504846407201,"2019"
"103",0.1543,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.357948503064558,0.0662140631870427,1.93504407793587,"2019"
"104",0.1586,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.38493711539066,0.0698225787066167,2.12218720004451,"2019"
"105",0.1629,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.413960615945244,0.0736017830352308,2.32825054620945,"2019"
"106",0.1672,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.445172431294016,0.0775591153937337,2.55519280458731,"2019"
"107",0.1715,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.478737556063641,0.0817023446231728,2.80517834148892,"2019"
"108",0.1758,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.514833425150756,0.0860395834693468,3.08059900995324,"2019"
"109",0.1801,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.553650851693833,0.0905793034422932,3.38409828660907,"2019"
"110",0.1844,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.595395035766273,0.0953303502797885,3.71859798662965,"2019"
"111",0.1887,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.640286649122967,0.100301960044879,4.08732783349082,"2019"
"112",0.193,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.688563001734621,0.105503775888416,4.49385819005412,"2019"
"113",0.1973,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.740479296276468,0.110945865508574,4.94213629052918,"2019"
"114",0.2016,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.796309977202953,0.116638739340368,5.4365263494708,"2019"
"115",0.2059,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.856350181540003,0.122593369509279,5.98185396452529,"2019"
"116",0.2102,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.920917299064174,0.128821209584252,6.58345527458335,"2019"
"117",0.2145,0,"MA",17,"May-Jul",NA,-0.76845960379585,0.990352650116225,0.135334215166543,7.2472313847999,"2019"
"118",0.2188,0,"MA",17,"May-Jul",NA,-0.76845960379585,1.06502328991855,0.142144865352171,7.97970862513188,"2019"
"119",0.2231,0,"MA",17,"May-Jul",NA,-0.76845960379585,1.14532394893457,0.149266185107102,8.78810527020465,"2019"
